0	0
1	1
2	2
3	1
4	3
5	2
6	2
7	3
8	4
9	3
10	5
11	4
12	4
13	5
14	6
15	5
16	7
17	6
18	6
19	7
20	8
21	7
22	9
23	8
24	10
25	12
26	11
27	11
28	12
29	13
30	12
31	14
32	13
33	13
34	14
35	15
36	15
37	16
38	13
39	17
40	18
41	19
42	20
43	22
44	21
45	23
46	25
47	24
48	24
49	25
50	26
51	25
52	27
53	26
54	28
55	30
56	29
57	29
58	30
59	31
60	30
61	32
62	31
63	31
64	32
65	33
66	32
67	34
68	33
69	35
70	37
71	36
72	36
73	37
74	38
75	37
76	39
77	38
78	38
79	39
80	40
81	41
82	43
83	42
84	44
85	45
86	46
87	47
88	49
89	48
90	48
91	49
92	50
93	49
94	51
95	50
96	52
97	53
98	54
99	55
100	57
101	56
102	56
103	57
104	58
105	57
106	59
107	58
108	60
109	62
110	61
111	61
112	62
113	63
114	62
115	64
116	63
117	65
118	66
119	67
120	68
121	69
122	70
123	69
124	71
125	70
126	70
127	71
128	72
129	73
130	75
131	74
132	76
133	78
134	77
135	77
136	78
137	79
138	78
139	80
140	79
141	81
142	82
143	83
144	82
145	84
146	83
147	85
148	87
149	86
150	86
151	87
152	88
153	87
154	89
155	88
156	90
157	91
158	92
159	93
160	95
161	94
162	96
163	98
164	97
165	97
166	98
167	99
168	98
169	100
170	99
171	100
172	98
173	101
174	98
175	102
176	101
177	103
178	104
179	105
180	104
181	106
182	105
183	107
184	108
185	109
186	108
187	110
188	109
189	109
190	110
191	111
192	110
193	112
194	111
195	111
196	112
197	113
198	113
199	114
200	111
201	111
202	114
203	115
204	114
205	116
206	115
207	5
208	3
209	117
210	117
211	3
212	118
213	3
214	119
215	118
216	118
217	119
218	120
219	108
220	121
221	110
222	121
223	122
224	110
225	110
226	122
227	112
228	122
229	123
230	112
231	123
232	122
233	124
234	125
235	126
236	127
237	126
238	128
239	127
240	127
241	128
242	129
243	128
244	130
245	129
246	129
247	130
248	131
249	115
250	132
251	111
252	111
253	132
254	133
255	133
256	134
257	111
258	111
259	134
260	135
261	136
262	138
263	137
264	137
265	138
266	139
267	140
268	141
269	142
270	141
271	143
272	142
273	142
274	143
275	144
276	143
277	145
278	144
279	144
280	145
281	146
282	145
283	147
284	146
285	148
286	150
287	149
288	149
289	150
290	151
291	150
292	152
293	151
294	153
295	155
296	154
297	154
298	155
299	156
300	155
301	157
302	156
303	156
304	157
305	158
306	157
307	159
308	158
309	159
310	157
311	160
312	157
313	161
314	160
315	161
316	157
317	162
318	157
319	163
320	162
321	163
322	157
323	155
324	164
325	166
326	165
327	165
328	166
329	167
330	166
331	168
332	167
333	169
334	170
335	171
336	165
337	167
338	172
339	167
340	173
341	172
342	172
343	173
344	174
345	174
346	175
347	172
348	172
349	175
350	176
351	175
352	177
353	176
354	176
355	177
356	178
357	178
358	172
359	176
360	179
361	181
362	180
363	180
364	181
365	182
366	181
367	183
368	182
369	183
370	181
371	184
372	181
373	185
374	184
375	186
376	188
377	187
378	187
379	188
380	143
381	188
382	145
383	143
384	189
385	190
386	191
387	190
388	126
389	191
390	126
391	190
392	128
393	190
394	192
395	128
396	128
397	192
398	130
399	193
400	195
401	194
402	194
403	195
404	196
405	197
406	199
407	198
408	198
409	199
410	200
411	199
412	201
413	200
414	202
415	203
416	204
417	203
418	205
419	204
420	206
421	207
422	208
423	209
424	211
425	210
426	210
427	211
428	212
429	212
430	213
431	210
432	210
433	213
434	214
435	215
436	217
437	216
438	218
439	219
440	220
441	219
442	221
443	220
444	220
445	221
446	222
447	223
448	224
449	225
450	224
451	226
452	225
453	225
454	226
455	227
456	226
457	228
458	227
459	227
460	228
461	229
462	229
463	230
464	227
465	227
466	230
467	231
468	231
469	232
470	227
471	227
472	232
473	225
474	233
475	235
476	234
477	236
478	238
479	237
480	237
481	238
482	239
483	238
484	240
485	239
486	239
487	240
488	241
489	242
490	244
491	243
492	245
493	246
494	247
495	246
496	248
497	247
498	249
499	250
500	251
501	252
502	254
503	253
504	255
505	256
506	257
507	258
508	259
509	260
510	259
511	261
512	260
513	260
514	261
515	262
516	263
517	265
518	264
519	264
520	265
521	266
522	265
523	267
524	266
525	268
526	269
527	270
528	269
529	271
530	270
531	270
532	271
533	272
534	272
535	273
536	270
537	273
538	272
539	274
540	272
541	275
542	274
543	274
544	275
545	276
546	277
547	279
548	278
549	278
550	279
551	280
552	279
553	281
554	280
555	282
556	278
557	283
558	278
559	280
560	283
561	284
562	285
563	286
564	287
565	289
566	288
567	290
568	292
569	291
570	291
571	292
572	293
573	292
574	294
575	293
576	293
577	294
578	295
579	295
580	296
581	293
582	296
583	295
584	297
585	298
586	295
587	299
588	295
589	300
590	299
591	299
592	300
593	301
594	300
595	302
596	301
597	301
598	302
599	303
600	304
601	306
602	305
603	305
604	306
605	307
606	308
607	310
608	309
609	311
610	312
611	313
612	314
613	316
614	315
615	315
616	316
617	317
618	316
619	318
620	317
621	319
622	320
623	321
624	322
625	300
626	323
627	323
628	300
629	324
630	300
631	295
632	324
633	324
634	295
635	294
636	294
637	325
638	324
639	324
640	325
641	326
642	326
643	327
644	324
645	324
646	327
647	323
648	327
649	328
650	323
651	323
652	328
653	329
654	330
655	332
656	331
657	331
658	332
659	333
660	334
661	336
662	335
663	335
664	336
665	337
666	337
667	338
668	335
669	338
670	337
671	339
672	337
673	340
674	339
675	339
676	340
677	341
678	342
679	344
680	343
681	345
682	347
683	346
684	346
685	347
686	348
687	347
688	349
689	348
690	348
691	349
692	350
693	349
694	351
695	350
696	351
697	349
698	352
699	349
700	353
701	352
702	352
703	353
704	354
705	349
706	347
707	353
708	355
709	356
710	346
711	356
712	347
713	346
714	33
715	357
716	31
717	358
718	360
719	359
720	359
721	360
722	361
723	360
724	362
725	361
726	361
727	362
728	363
729	361
730	364
731	359
732	359
733	364
734	365
735	366
736	77
737	367
738	367
739	77
740	79
741	368
742	369
743	370
744	369
745	371
746	370
747	370
748	371
749	372
750	371
751	373
752	372
753	372
754	373
755	374
756	374
757	375
758	372
759	372
760	375
761	370
762	376
763	86
764	377
765	86
766	88
767	377
768	377
769	88
770	378
771	1
772	379
773	3
774	3
775	379
776	119
777	380
778	382
779	381
780	381
781	382
782	383
783	383
784	384
785	381
786	381
787	384
788	173
789	384
790	385
791	173
792	173
793	385
794	174
795	385
796	384
797	174
798	386
799	232
800	387
801	232
802	231
803	387
804	388
805	149
806	389
807	149
808	151
809	389
810	99
811	390
812	97
813	390
814	391
815	97
816	392
817	393
818	394
819	393
820	395
821	394
822	396
823	397
824	398
825	397
826	399
827	398
828	398
829	399
830	400
831	399
832	401
833	400
834	400
835	401
836	402
837	401
838	403
839	402
840	402
841	403
842	404
843	404
844	405
845	402
846	402
847	405
848	406
849	406
850	407
851	402
852	403
853	401
854	408
855	401
856	409
857	408
858	408
859	409
860	410
861	410
862	411
863	408
864	408
865	411
866	412
867	412
868	413
869	408
870	397
871	414
872	399
873	414
874	415
875	399
876	399
877	415
878	401
879	416
880	275
881	271
882	271
883	275
884	272
885	325
886	294
887	417
888	294
889	292
890	417
891	417
892	292
893	418
894	419
895	420
896	421
897	420
898	422
899	421
900	421
901	422
902	423
903	422
904	424
905	423
906	423
907	424
908	421
909	425
910	427
911	426
912	426
913	427
914	428
915	427
916	429
917	428
918	428
919	429
920	430
921	429
922	431
923	430
924	430
925	431
926	432
927	432
928	433
929	430
930	300
931	434
932	302
933	435
934	437
935	436
936	436
937	437
938	438
939	438
940	439
941	436
942	436
943	439
944	440
945	439
946	441
947	440
948	440
949	441
950	442
951	442
952	443
953	440
954	444
955	435
956	437
957	435
958	439
959	445
960	445
961	439
962	436
963	446
964	448
965	447
966	447
967	448
968	449
969	448
970	450
971	449
972	449
973	450
974	447
975	451
976	453
977	452
978	452
979	453
980	454
981	453
982	451
983	454
984	455
985	456
986	457
987	456
988	458
989	457
990	457
991	458
992	459
993	460
994	462
995	461
996	463
997	465
998	464
999	464
1000	465
1001	466
1002	465
1003	467
1004	466
1005	464
1006	466
1007	468
1008	468
1009	466
1010	469
1011	466
1012	470
1013	469
1014	471
1015	472
1016	473
1017	474
1018	476
1019	475
1020	475
1021	476
1022	477
1023	477
1024	478
1025	475
1026	475
1027	478
1028	479
1029	480
1030	482
1031	481
1032	481
1033	482
1034	483
1035	483
1036	484
1037	481
1038	481
1039	484
1040	485
1041	484
1042	486
1043	485
1044	485
1045	486
1046	487
1047	488
1048	490
1049	489
1050	491
1051	492
1052	493
1053	492
1054	494
1055	493
1056	493
1057	494
1058	495
1059	496
1060	498
1061	497
